timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.1,0.3,4.4,4.1,0.3,4.3
2,4.2,0.3,4.5,4.1,0.3,4.3
3,4.2,0.4,4.6,4.1,0.3,4.4
4,4.2,0.4,4.6,4.1,0.3,4.4
5,4.2,0.4,4.6,4.2,0.3,4.4
6,4.2,0.4,4.6,4.2,0.3,4.4
7,4.2,0.4,4.6,4.2,0.3,4.4
8,4.3,0.4,4.7,4.3,0.3,4.5
9,4.3,0.5,4.8,4.3,0.3,4.5
10,4.3,0.5,4.8,4.3,0.3,4.5
11,4.3,0.5,4.8,4.3,0.3,4.6
12,4.3,0.6,4.9,4.3,0.3,4.6
13,4.3,0.6,4.9,4.3,0.3,4.6
14,4.3,0.6,4.9,4.4,0.3,4.6
15,4.3,0.6,4.9,4.4,0.3,4.6
16,4.3,0.6,4.9,4.4,0.3,4.6
17,4.4,0.6,5.0,4.4,0.3,4.6
18,4.4,0.6,5.0,4.4,0.3,4.6
19,4.4,0.6,5.0,4.4,0.3,4.7
20,4.4,0.6,5.1,4.4,0.3,4.7
21,4.4,0.7,5.1,4.4,0.3,4.7
22,4.4,0.7,5.1,4.5,0.3,4.8
23,4.4,0.7,5.1,4.5,0.3,4.8
24,4.4,0.7,5.1,4.5,0.3,4.8
25,4.5,0.8,5.3,4.5,0.3,4.8
26,4.5,0.8,5.3,4.6,0.3,4.9
27,4.5,0.8,5.3,4.6,0.3,4.9
28,4.5,0.8,5.3,4.6,0.3,4.9
29,4.5,0.8,5.3,0.0,0.0,0.0
30,4.7,0.9,5.6,0.0,0.0,0.0
