timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.2,0.3,4.5,4.2,0.4,4.6
2,4.2,0.3,4.5,4.2,0.4,4.6
3,4.2,0.4,4.6,4.2,0.4,4.6
4,4.3,0.4,4.6,4.3,0.4,4.6
5,4.3,0.4,4.6,4.3,0.4,4.6
6,4.3,0.4,4.6,4.3,0.4,4.6
7,4.3,0.4,4.6,4.3,0.4,4.7
8,4.3,0.4,4.6,4.3,0.4,4.7
9,4.3,0.4,4.7,4.3,0.4,4.7
10,4.3,0.4,4.7,4.3,0.4,4.8
11,4.3,0.4,4.8,4.3,0.4,4.8
12,4.3,0.4,4.8,4.3,0.4,4.8
13,4.3,0.4,4.8,4.3,0.4,4.8
14,4.3,0.4,4.8,4.4,0.4,4.8
15,4.4,0.4,4.8,4.4,0.4,4.8
16,4.4,0.4,4.8,4.4,0.4,4.8
17,4.4,0.5,4.9,4.4,0.4,4.8
18,4.4,0.5,4.9,4.4,0.4,4.8
19,4.4,0.5,4.9,4.4,0.4,4.9
20,4.4,0.5,4.9,4.4,0.4,4.9
21,4.4,0.5,4.9,4.4,0.4,4.9
22,4.4,0.5,4.9,4.4,0.4,4.9
23,4.4,0.5,4.9,4.5,0.4,4.9
24,4.4,0.6,5.0,0.0,0.0,0.0
25,4.6,0.6,5.1,0.0,0.0,0.0
26,4.6,0.6,5.1,0.0,0.0,0.0
27,4.6,0.6,5.3,0.0,0.0,0.0
28,4.6,0.6,5.3,0.0,0.0,0.0
29,4.7,0.6,5.3,0.0,0.0,0.0
30,4.7,0.6,5.3,0.0,0.0,0.0
