timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.7,0.5,5.2,4.9,0.3,5.2
2,4.8,0.6,5.3,4.9,0.3,5.3
3,4.8,0.6,5.4,4.9,0.3,5.3
4,4.9,0.6,5.4,5.0,0.3,5.3
5,4.9,0.6,5.6,5.1,0.3,5.4
6,4.9,0.6,5.6,5.1,0.4,5.4
7,4.9,0.7,5.6,5.1,0.4,5.5
8,5.0,0.8,5.8,5.2,0.4,5.6
9,5.0,0.8,5.8,5.2,0.4,5.6
10,5.0,0.8,5.8,5.3,0.4,5.6
11,5.1,0.9,5.9,5.3,0.4,5.6
12,5.1,0.9,5.9,5.3,0.4,5.7
13,5.1,0.9,6.1,5.4,0.4,5.8
14,5.2,0.9,6.1,5.4,0.4,5.8
15,5.3,1.0,6.3,0.0,0.0,0.0
16,5.4,1.0,6.4,0.0,0.0,0.0
17,5.4,1.1,6.4,0.0,0.0,0.0
18,5.4,1.1,6.4,0.0,0.0,0.0
19,5.4,1.1,6.6,0.0,0.0,0.0
20,5.4,1.1,6.6,0.0,0.0,0.0
21,5.4,1.1,6.6,0.0,0.0,0.0
22,5.5,1.2,6.7,0.0,0.0,0.0
23,5.5,1.2,6.7,0.0,0.0,0.0
24,5.5,1.3,6.8,0.0,0.0,0.0
25,5.6,1.3,6.8,0.0,0.0,0.0
26,5.6,1.3,6.9,0.0,0.0,0.0
27,5.6,1.3,6.9,0.0,0.0,0.0
28,5.8,1.3,7.1,0.0,0.0,0.0
29,5.8,1.4,7.1,0.0,0.0,0.0
30,5.8,1.4,7.1,0.0,0.0,0.0
