timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.7,0.6,5.3,4.9,0.4,5.3
2,4.7,0.7,5.4,4.9,0.4,5.3
3,4.8,0.7,5.5,4.9,0.4,5.4
4,4.8,0.8,5.6,4.9,0.4,5.4
5,4.8,0.8,5.6,5.0,0.4,5.4
6,4.9,0.8,5.7,5.1,0.4,5.5
7,4.9,0.8,5.8,5.1,0.4,5.5
8,4.9,0.9,5.8,5.1,0.5,5.6
9,5.0,0.9,5.9,5.1,0.5,5.6
10,5.0,0.9,5.9,5.2,0.5,5.7
11,5.1,0.9,6.0,5.3,0.5,5.8
12,5.1,0.9,6.0,5.3,0.5,5.8
13,5.1,1.0,6.1,5.3,0.5,5.8
14,5.1,1.1,6.2,5.4,0.5,5.9
15,5.1,1.1,6.3,5.4,0.5,5.9
16,5.3,1.1,6.4,0.0,0.0,0.0
17,5.3,1.2,6.4,0.0,0.0,0.0
18,5.3,1.3,6.5,0.0,0.0,0.0
19,5.3,1.3,6.6,0.0,0.0,0.0
20,5.3,1.3,6.6,0.0,0.0,0.0
21,5.3,1.4,6.7,0.0,0.0,0.0
22,5.4,1.4,6.8,0.0,0.0,0.0
23,5.4,1.4,6.8,0.0,0.0,0.0
24,5.4,1.4,6.9,0.0,0.0,0.0
25,5.4,1.4,6.9,0.0,0.0,0.0
26,5.4,1.5,6.9,0.0,0.0,0.0
27,5.5,1.5,7.0,0.0,0.0,0.0
28,5.5,1.6,7.1,0.0,0.0,0.0
29,5.6,1.6,7.2,0.0,0.0,0.0
30,5.6,1.6,7.3,0.0,0.0,0.0
