timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,5.0,0.3,5.3,4.7,0.3,5.0
2,5.0,0.3,5.3,4.8,0.3,5.1
3,5.0,0.3,5.3,4.8,0.3,5.1
4,5.1,0.4,5.4,4.8,0.4,5.1
5,5.1,0.4,5.4,4.8,0.4,5.1
6,5.1,0.4,5.5,4.8,0.4,5.2
7,5.1,0.4,5.5,4.8,0.4,5.2
8,5.1,0.4,5.6,4.9,0.4,5.3
9,5.1,0.4,5.6,4.9,0.4,5.3
10,5.2,0.4,5.6,4.9,0.4,5.3
11,5.2,0.5,5.7,4.9,0.4,5.3
12,5.2,0.5,5.7,4.9,0.4,5.3
13,5.2,0.5,5.7,4.9,0.4,5.3
14,5.2,0.6,5.8,5.0,0.4,5.4
15,5.3,0.6,5.8,5.0,0.4,5.4
16,5.3,0.6,5.8,5.0,0.4,5.4
17,5.3,0.6,5.8,5.0,0.4,5.4
18,5.3,0.6,5.8,5.1,0.4,5.4
19,5.4,0.6,6.0,0.0,0.0,0.0
20,5.4,0.6,6.1,0.0,0.0,0.0
21,5.4,0.7,6.1,0.0,0.0,0.0
22,5.4,0.7,6.1,0.0,0.0,0.0
23,5.5,0.7,6.2,0.0,0.0,0.0
24,5.5,0.7,6.2,0.0,0.0,0.0
25,5.5,0.8,6.3,0.0,0.0,0.0
26,5.5,0.8,6.3,0.0,0.0,0.0
27,5.6,0.8,6.3,0.0,0.0,0.0
28,5.6,0.8,6.3,0.0,0.0,0.0
29,5.6,0.8,6.4,0.0,0.0,0.0
30,5.6,0.8,6.4,0.0,0.0,0.0
